ASV	percent	length	taxid	accession	correction
ASV_10385	86.405	331	1618016, 1618018	KP098371, KP098367	286.00055
ASV_10386	99.385	325	696961	KY980056, KY980032, KY980030, KY979987	323.00125
ASV_10387	93.636	330	2723146	MT039427, MT039426	308.9988
ASV_10388	99.396	331	2781972	MW176047, MW176051, MW176050, MW176049, MW176041	329.00076
ASV_10389	100	302	55529	KT428890	302
ASV_1039	96.667	330	88552	MK368232, MK368167	319.0011
ASV_10390	96.988	332	151027	KY979984	322.00016
ASV_10391	100	300	1514137	NC_037998	300
ASV_10392	90.828	338	686725	FJ790701	306.99864
ASV_10393	92.331	326	1321401	JX535351	300.99906
ASV_10394	96.296	324	2840216	OU230608	311.99904
ASV_10395	99.667	300	89381, 420264	KY498713, KY498712, FJ002193	299.001
ASV_10396	99.336	301	41457, 267982, 216763, 216823, 267983, 371681, 267566, 2843, 371682, 267567, 243198	MK372941, LC814789, LC814786, LC814783, LC814780, LC814777, LC814774, LC814771, LC814768, LC814765, LC814762, LC814759, NC_058705, NC_058704, MW679509, NC_058703, NC_058702, NC_058701, JN207204, FJ002160, X82155, X82154	299.00136
ASV_10397	93.987	316	672929	FJ832156	296.99892
ASV_10398	97.01	301	698986, 260712	MW411191, FN600637, AJ620511	292.0001
ASV_10399	88.05	318	2044797	JN857966	279.999
ASV_104	93.189	323	2056981	MG661036, MG661035, MG661034, MG661033, MG661032, MG661031	301.00047
ASV_1040	99.379	322	702563	FJ876964	320.00038
ASV_10400	98.485	330	1167876	MZ613177, JN848814	325.0005
ASV_10401	93.082	318	672929	FJ832156	296.00076
ASV_10403	99.693	326	3038447	OQ746842	324.99918
ASV_10404	96.594	323	659331, 457375	OU230630, EU024989	311.99862
ASV_10405	99.394	330	88552, 230419	MK358932, AY208893	328.0002
ASV_10406	100	321	2576788	MK896829, MK896828	321
ASV_10407	96.308	325	1925001	KY290313	313.001
ASV_10408	99.336	301	41457, 267982, 216763, 216823, 267983, 371681, 267566, 2843, 371682, 267567, 243198	MK372941, LC814789, LC814786, LC814783, LC814780, LC814777, LC814774, LC814771, LC814768, LC814765, LC814762, LC814759, NC_058705, NC_058704, MW679509, NC_058703, NC_058702, NC_058701, JN207204, FJ002160, X82155, X82154	299.00136
ASV_1041	96.97	330	2037922	LC322144	320.001
ASV_10410	100	302	9666	OZ182612	302
ASV_10414	96.129	310	2884263, 2201156;2884263, 1869227	CP085840, NR_189227, AY345516	297.9999
ASV_10416	99.694	327	1010461, 1010454	JF488804, JF488770	325.99938
ASV_1042	93.976	332	629760	FJ824131	312.00032
ASV_10427	99.091	330	2037922	LC322144	327.0003
ASV_10428	97.546	326	1719758	KT730064	317.99996
ASV_10429	99.684	316	3153666	PP819651	315.00144
ASV_1043	94.545	385	1889233	KY947156	363.99825
ASV_10433	96.96	329	88552	MK368324	318.9984
ASV_1044	99.696	329	1918384, 2984886	OP604719, OP604718	327.99984
ASV_1045	95.652	322	2493095	MK056254	307.99944
ASV_1046	96.626	326	1155435, 1035521	JN934680, JF794055	315.00076
ASV_10464	81.707	328	997027	HQ891115, HQ891114, HQ891116	267.99896
ASV_10466	100	309	1704087	LC075347	309
ASV_10469	97.36	303	2026782, 1653212, 2315479, 1353538, 411053	OQ055051, KP770073, OP278934, KC862279, DQ911534	295.0008
ASV_1047	91.437	327	749231	GU810144	298.99899
ASV_10471	97.289	332	741090	GQ144681	322.99948
ASV_10472	99.696	329	413064	AB284159	327.99984
ASV_10473	92.208	308	1469152	KF952434	284.00064
ASV_10475	91.437	327	7725	OZ123526, OZ123524, OZ123518	298.99899
ASV_10477	99.091	330	88552	MK358932	327.0003
ASV_10478	84.923	325	29190	U07937	275.99975
ASV_10479	99.068	322	1229646	JQ924053	318.99896
ASV_1048	95.399	326	420641, 420555, 98070	EF165124, U42382, AF123302	311.00074
ASV_10480	99.697	330	88552	PP905700, PP905699	329.0001
ASV_10481	95.033	302	49252	FJ002159	286.99966
ASV_1049	93.272	327	2067834	MF462052	304.99944
ASV_105	98.788	330	515487, 2805724	KY980041, MW521830	326.0004
ASV_1051	100	330	1982029, 2837474	KY980337, OQ075989, OQ075988, OQ075986, OQ075985, OQ075983, OQ075982, OQ075981, OQ075979, OQ075978, OQ075975, MZ240752	330
ASV_1052	99.697	330	2528217, 1384505, 2486766, 1657017, 1657016	MK542670, MG972223, MG972222, MG972221, MG972220, MG972219, OK147652, MK775167, MK775169, MK775166, MK775165, MK775164, MK775161, MK775157, MK775159, MK775154, MK775148, MK775147, MK775146, MK775145, MK775144, MK775143, MK775142	329.0001
ASV_10532	99.085	328	44447, 189737, 1664502, 365525, 697910	PQ645528, PQ512818, PQ512815, KP709006, KP709005, KP708996, OK135731, MW316000, JN091709, FJ222756	324.9988
ASV_10533	95.71	303	1779407	KR139790	290.0013
ASV_10534	91.768	328	1545446, 2919513	KM516202, LC683685	300.99904
ASV_10535	90.274	329	1614639, 459342	MT273084, MT273083, MT273082, MT273081, MT273080, LC604122, HM596543, AB353771	297.00146
ASV_10536	87.464	343	1982023, 2968501	KY980263, OP102000	300.00152
ASV_10537	93.421	304	89963, 1519423, 319230, 271692, 107757	KY980322, KJ481826, HM067002, FJ473379, FJ473378, DQ779991	283.99984
ASV_10538	94.311	334	2912880	OM415987	314.99874
ASV_10539	89.091	330	89963, 244960, 60595, 244961	KY980119, KY980086, KY980078, OR921524, OR921523, OR921522, OR921521, OR921520, OQ162330, AB120001, AB120002	294.0003
ASV_10540	95.092	326	1010457, 1010435	JF488800, JF488780	309.99992
ASV_10541	87.423	326	328599	KY753843	284.99898
ASV_10542	99.388	327	38836	AB017127, AJ010407	324.99876
ASV_10543	85.065	308	2651821	MN537862, ON792587	262.0002
ASV_10544	85.337	341	2828774	MW969735	290.99917
ASV_10545	95.732	328	360538	DQ299979	314.00096
ASV_10546	88.685	327	1321399	JX535341	289.99995
ASV_10547	92.683	328	7729	AB013016	304.00024
ASV_10548	93.636	330	66473	JF791053, JF791029	308.9988
ASV_10549	97.546	326	195967	KY980091	317.99996
ASV_1055	99.696	329	28014	KT757448	327.99984
ASV_10550	86.31	336	2605655	MN381955	290.0016
ASV_10551	87.87	338	41120	OM966642	297.0006
ASV_10552	89.759	332	136184, 148993, 184761, 2056978, 119372, 746506	MG661071, MG661070, MG661069, MG661068, MG661067, MG661066, MG661065, MG661063, MG661061, MG661060, MG661059, MG661058, MG661057, MG661053, MG661052, MG660873, MG660872, MG660871, JX995322, JX995319, MN784616, GU594644	297.99988
ASV_10553	99.667	300	1982032	KY980283	299.001
ASV_10554	93.333	330	1157699	MG202005, JN934891	307.9989
ASV_10555	94.627	335	1982022	KY980258	317.00045
ASV_10556	99.698	331	265563, 2974960, 1334967, 1335120	OP502635, OP304793, KC309511, KC309510, JX413555	330.00038
ASV_10557	93.865	326	2315891	MF460778	305.9999
ASV_1056	100	326	1798950	KY979975	326
ASV_10560	91.071	336	1982032	KY980023, KY980015	305.99856
ASV_10561	89.394	330	136184, 148993, 184761, 2056978, 119372, 746506	MG661071, MG661070, MG661069, MG661068, MG661067, MG661066, MG661065, MG661063, MG661061, MG661060, MG661059, MG661058, MG661057, MG661053, MG661052, MG660873, MG660872, MG660871, JX995322, JX995319, MN784616, GU594644	295.0002
ASV_10562	90.303	330	41120	OM966642	297.9999
ASV_10563	92.515	334	655474, 1719758	KY980228, KY980159, KT730064	309.0001
ASV_10565	97.264	329	1918384	OR921467	319.99856
ASV_10566	92.683	328	244963	AB120004	304.00024
ASV_10567	93.519	324	1925001	KY290313	303.00156
ASV_10568	95.745	329	1918384	OR921467	315.00105
ASV_10569	91.667	360	2651821	MN537849	330.0012
ASV_1057	94.225	329	1463818, 66791	KF925336, AF022155	310.00025
ASV_10570	99.091	330	88552	MK368349	327.0003
ASV_10571	98.784	329	1679438, 547557	KY980245, FM180528	324.99936
ASV_10573	96.657	329	2200922, 261845	OR921540, AB181902	318.00153
ASV_10574	90.634	331	2528217, 1384505, 2486766, 1657017, 1657016, 2485797	MK542670, MG972223, MG972222, MG972221, MG972220, MG972219, OK147652, MK775167, MK775169, MK775166, MK775165, MK775164, MK775161, MK775157, MK775159, MK775154, MK775148, MK775147, MK775146, MK775145, MK775144, MK775143, MK775142, MK775141	299.99854
ASV_10576	90.03	331	1398087, 163516	KC814809, JX413558	297.9993
ASV_10577	91.892	333	2109572	LC375249	306.00036
ASV_10578	91.385	325	2049438	MG009200	297.00125
ASV_10579	97.546	326	2023682, 2023679, 497729	MF474348, MF474347, FJ868195, HM140391	317.99996
ASV_1058	98.113	318	541016	EU583993	311.99934
ASV_10580	85.671	328	1982032	KY980176	281.00088
ASV_10581	94.444	324	696961	KY980056, KY980032, KY980030, KY979987	305.99856
ASV_10582	95.758	330	1923967, 420281, 216777	KX253955, EF192984, AY485525	316.0014
ASV_10583	99.392	329	89963	KY980260	326.99968
ASV_10584	93.353	331	1010457, 1010435	JF488800, JF488780	308.99843
ASV_10585	96.626	326	881006	HM236335	315.00076
ASV_10586	88.323	334	646463, 536293, 188964	GQ377674, FJ973365, EU567256, AF411284, AJ514866	294.99882
ASV_10587	82.727	330	2950	AF271292	272.9991
ASV_10588	95.152	330	1923967, 420281, 216777	KX253955, EF192984, AY485525	314.0016
ASV_10589	97.568	329	89963, 1918384	KY980336, OR921502, OR921501	320.99872
ASV_1059	100	327, 312, 302	1365872, 82379, 72733, 1443620, 55643, 82558, 696307	KU672469, KU672450, KU672448, KU672444, Z80954, AJ011143, GU227047	327, 312, 302
ASV_10590	99.394	330	88552	MK368194	328.0002
ASV_10592	90	330	2909459	OP445725	297
ASV_10593	91.265	332	1979864, 741088	KY979993, GQ144679	302.9998
ASV_10594	79.154	331	2742144, 182090	MN185008, MN185007, MN185006, MN185005, AF399171, AF399170, AF399169	261.99974
ASV_10595	89.908	327	1925001	KY290313	293.99916
ASV_10596	93.472	337	195967	KY980091	315.00064
ASV_10597	77.673	318	2026739	CP070732	247.00014
ASV_10598	98.784	329	1679438, 547557	KY980245, FM180528	324.99936
ASV_10599	92.669	341	2967112	OP101622	316.00129
ASV_106	100	327	1864604, 1010447	KU587842, JF488791	327
ASV_10600	87.708	301	505716	HF549063	264.00108
ASV_10602	93.03	330	88552	MK368232	306.999
ASV_10603	85.89	326	672126	FJ821480	280.0014
ASV_10604	89.222	334	3086144	OR921494, OR921493, OR921492, OR921491	298.00148
ASV_10605	86.275	306	88552	MK368345	264.0015
ASV_10606	92.926	311	2511775	MK547176	288.99986
ASV_10607	95.166	331	2805720	MW521826	314.99946
ASV_10608	89.97	329	2969762	OP137119	296.0013
ASV_10609	97.674	301	89963	KY980285	293.99874
ASV_1061	99.091	330	88552	MK681253, MK681249, MK681248	327.0003
ASV_10610	92.523	321	2994700, 2925218	OP828549, OM952923	296.99883
ASV_10611	96.923	325	1607871	KY980341, KY980171	314.99975
ASV_10612	99.39	328	1079765	HQ228948	325.9992
ASV_10613	93.558	326	1779407, 2778481	OR921483, OR921482, OR921480, KR139792, KR139791, KR139789, MW077541, MW077537	304.99908
ASV_10614	93.023	301	1928008	MK835055	279.99923
ASV_10615	80.734	327	2268910	KP698205	264.00018
ASV_10616	97.568	329	447210	OQ162335	320.99872
ASV_10617	91.916	334	352465, 328349	DQ211596, AY965867	306.99944
ASV_10618	94.512	328	715450, 393035	GU206560, DQ662848	309.99936
ASV_10619	95.166	331	89963, 342588	KY980409, KY980406, KY980322, OQ680141	314.99946
ASV_1062	95.413	327	1010461, 1010454	JF488804, JF488770	312.00051
ASV_10620	95.783	332	741090	GQ144681	317.99956
ASV_10621	88.923	325	1982030	KY980399	288.99975
ASV_10622	91.515	330	2555684, 420782, 2107305, 216921	LC466960, MK795713, MK795708, MG972267, MG972266, MG972265, MG972264, MG972263, KF925340, AJ535167	301.9995
ASV_10623	97.879	330	88552	PP905697	323.0007
ASV_10624	97.866	328	44056	KY980308, KY980028, KY979999, KY979992, KT585674, JQ420084, JQ420082, JQ420081, JQ420080, JQ420079, JQ420078, JQ420077, HQ710572, AF117778, AF117776, AF117777	321.00048
ASV_10626	91.489	329	2586234, 2031109	MK370224, MF077766	300.99881
ASV_10627	99.707	341	1215658	JQ271754	340.00087
ASV_10629	91.25	320	143670, 427755	OQ383542, OQ383541, OQ383540, OQ383539, AM494499	292
ASV_1063	100	345	1562708, 672227, 366441	KM519901, KM519899, KM519886, DQ351900	345
ASV_10631	95.385	325	118080, 1239450	LC189148, JX660990	310.00125
ASV_10632	92.515	334	2805718	MW521824	309.0001
ASV_10633	98.182	330	2316634	PP905711, PP905710	324.0006
ASV_10634	91.369	336	2555684, 420782, 2107305, 216921	LC466960, MK795713, MK795708, MG972267, MG972266, MG972265, MG972264, MG972263, KF925340, AJ535167	306.99984
ASV_10635	94.207	328	89963, 244960, 60595, 244961	KY980119, KY980086, KY980078, OR921524, OR921523, OR921522, OR921521, OR921520, OQ162330, AB120001, AB120002	308.99896
ASV_10637	80.795	302	181651	AF399146	244.0009
ASV_10638	99.691	324	6837, 113644, 148987, 114068, 84301, 114070, 119370	MF993124, MF993123, OQ162327, MN764376, JX995315, MZ333550, MZ333549, MZ333548, GU969174, AF514340, L81939	322.99884
ASV_10639	94.012	334	216767	PQ645537, OR922693, KC309538	314.00008
ASV_1064	88.889	315	2863858	MZ663824	280.00035
ASV_10641	90.909	330	3086144	OR921494, OR921493, OR921492, OR921491	299.9997
ASV_10642	91.843	331	47934, 481301, 150623, 584866, 146760, 150622, 566462, 120300, 150597	MK860896, MK860892, MK860882, OR921497, OR921496, KJ508017, LC515984, LC515983, JN982970, HM853816, HM853815, FJ869120, EU780644, EU780641, AB366002, EU130569, AF239261, AJ506974, AJ506973, AJ506972, AB073119, AB073118, AB073117	304.00033
ASV_10643	80.831	313	2219862	MF543365, MF543364, MF543363	253.00103
ASV_10644	99.221	385	3096115	OR831207	382.00085
ASV_10646	91.743	327	2863858	MZ663830, MZ663823	299.99961
ASV_10648	90.578	329	1641414	KR139783, KR139782, KR139781	298.00162
ASV_10649	91.617	334	88552, 89963	PP905704, KY980309, KY980290, KY980274	306.00078
ASV_1065	99.691	324	296587, 38833, 1907928, 1570327	MT117943, KY980374, KY980365, KY980282, LC806249, LC806245, LC806243, LC806242, KX523155, KU244669, KU244663, KU244659, KU244653, KU244645, KU244641, KU244638, KU244632, KU612123, KT860888, KT860879, KP899802, OQ436457, OQ428650, KR089059, KJ010081, OM521954, KF501035, KF501030, KF501024, KF501019, JF791090, HM191693, CP001575, AB183589, AY955010, AY955011, AY954998, AY955008, AY955007, AY955006, AY955002, AY955001, AY954997, AY954993	322.99884
ASV_10650	94.495	327	505693	EU099913	308.99865
ASV_10651	96.049	329	2047754, 476099	OR990559, MF838767, AB363063	316.00121
ASV_10654	94.833	329	88552, 89963	PP905704, KY980309, KY980290, KY980274	312.00057
ASV_10656	94.529	329	88552, 89963	PP905704, KY980309, KY980290, KY980274	311.00041
ASV_10657	89.697	330	232288	KY980049, AJ564773	296.0001
ASV_10659	96.97	330	88552	MK368164	320.001
ASV_1066	97.892	332	2109569, 2109568	LC375244, LC375243	325.00144
ASV_10660	94.737	323	1925001	KY290313	306.00051
ASV_10661	96.049	329	447210	OQ162335	316.00121
ASV_10662	93.313	329	1905723, 39450, 237470	PP329872, PP329871, PP329868, EF492512, AY443019	306.99977
ASV_10663	95.758	330	1923967, 420281, 216777	KX253955, EF192984, AY485525	316.0014
ASV_10664	93.293	328	1607870	KY980423	306.00104
ASV_10665	92.705	329	447210	OQ162335	304.99945
ASV_10666	96.341	328	60595	OR921514	315.99848
ASV_10667	80.368	326	2268910	KP698204	261.99968
ASV_10668	88.253	332	663693, 627967, 627964, 627968	GQ354272, FJ799798, FJ799796, FJ799795	292.99996
ASV_10669	84.967	306	425070	KY271656	259.99902
ASV_1067	96.677	331	232288	KY980049, AJ564773	320.00087
ASV_10670	92.802	389	1519606	KJ778682, MT007867	360.99978
ASV_10671	93.75	304	1928008	MK835027	285
ASV_10672	92.705	329	2022002	MF527277	304.99945
ASV_10673	92.945	326	984270	KM817883, KM817882, KM817881, JX946340, JQ955667, GU935632	303.0007
ASV_10674	88.024	334	60595	OR921514	294.00016
ASV_10675	92.717	357	409302, 48146, 1761466, 210626, 169011, 159567;159570, 159566, 3092289, 3092287, 3092284, 48144, 159567, 329973, 3105985, 149074, 209423, 338211, 210625	MG677855, MG677854, MG677853, MG677852, MG677851, MG677847, MG677846, MG677844, MG677843, MG677842, MG677838, GU595169, DQ900741, DQ900738, DQ900737, DQ900736, DQ900733, DQ900732, DQ900731, DQ079760, AY141012, AY141011, AY781434, AY781433, AY744892	330.99969
ASV_10676	94.006	317	1680827	KP211789	297.99902
ASV_10678	94.242	330	244963	AB120004	310.9986
ASV_10679	90	330	298604	JF790995	297
ASV_10680	89.297	327	60595	OR921514	292.00119
ASV_10681	97.024	336	262233	AY449711	326.00064
ASV_10682	87.538	329	60595	OR921514	288.00002
ASV_10683	87.611	339	2651821	ON792583	297.00129
ASV_10684	88.146	329	1239449, 43686	JX661028, U37406	290.00034
ASV_10685	93.558	326	388638, 1985157, 617173	KX099204, KY231188, KM222094, KP717081, ON032635, FJ775717	304.99908
ASV_10686	86.103	331	66473	JF791053, JF791029	285.00093
ASV_10687	99.094	331	2109570	LC375246	328.00114
ASV_10688	93.958	331	2576346, 89963	MK883043, MK883042, MK883041, KY980322	311.00098
ASV_10689	96.353	329	2684370, 407301, 66473	MN821569, JF791096, AF022201	317.00137
ASV_1069	98.182	330	189333	HM483394, AF472554	324.0006
ASV_10690	84.242	330	114156;114157	AJ271754	277.9986
ASV_10691	92.121	330	66466	AF022194	303.9993
ASV_10692	98.182	330	88552	MK368181	324.0006
ASV_10693	95.441	329	88552	MK368364	314.00089
ASV_10694	80.606	330	2723146	MT039427, MT039426	265.9998
ASV_10695	96.96	329	1918384, 2984886	OP604719, OP604718	318.9984
ASV_10697	96.353	329	35684	PQ645539, PP565071, LC189143, HQ710560, U14387	317.00137
ASV_10698	92.447	331	89963	KY980322	305.99957
ASV_107	100	329	1905833, 3075301, 236787, 464225, 1606603, 1606602, 236787;1411684, 669373	LC189142, LC779586, LC779584, KT861110, KT860990, KT860989, KF422624, KF422609, MZ611738, MZ611735, MZ611727, MZ611726, MZ611724, MZ611723, MZ611721, MZ611706, AB518483	329
ASV_1070	99.697	330	2555684, 420782, 2107305, 216921	LC466960, MK795713, MK795708, MG972267, MG972266, MG972265, MG972264, MG972263, KF925340, AJ535167	329.0001
ASV_10700	93.578	327	1864606	KU587844	306.00006
ASV_10702	96.341	328	88552, 89963	PP905704, KY980309, KY980290, KY980274	315.99848
ASV_10703	92.727	330	60595	OR921514	305.9991
ASV_10704	86.462	325	1851737	AB979871	281.0015
ASV_10705	90.606	330	2037922	LC322144	298.9998
ASV_10706	97.516	322	543857	EU600181	314.00152
ASV_10707	77.177	333	1230018	JX025168	256.99941
ASV_10708	80.126	317	2604147	OP851856	253.99942
ASV_10709	89.222	334	715450, 393035	GU206560, DQ662848	298.00148
ASV_1071	96.97	330	2576346	MK883043, MK883042, MK883041	320.001
ASV_10710	91.318	311	265564, 1048533, 2016247, 2016246, 2016248, 2302226, 49261, 291029, 1936267, 1891026, 1764635, 1764634, 1764640, 1762037, 340023, 340022, 443638, 160265, 385415, 420261	MN524964, PQ645480, MF405352, MF405351, MF405349, MH764815, MG905325, MG905324, PP565072, KX229691, KX253953, OR286792, KT861005, KT861003, KT860981, KT884481, ON678250, ON678249, ON678248, ON678247, ON678246, ON678245, ON678244, ON678243, OK147671, OK147668, MW722949, JQ217344, JQ217343, FR865522, HM991699, DQ514891, DQ514890, DQ514885, DQ514883, DQ514874, DQ514870, DQ514868, EF192993, EF140621, AY485526, DQ093368, AJ810856, AJ810855, X85396	283.99898
ASV_10711	94.627	335	2651821	MT334506	317.00045
ASV_10712	94.754	305	1587505	MT036248	288.9997
ASV_10713	93.272	327	505693	EU099913	304.99944
ASV_10714	94.785	326	1010457, 1010435	JF488800, JF488780	308.9991
ASV_10715	91.265	332	6063	XR_010393507	302.9998
ASV_10716	94.562	331	1398087, 163516	KC814809, JX413558	313.00022
ASV_10717	96.646	328	98217	AJ246273	316.99888
ASV_10718	93.671	316	2109573, 629762	LC375250, FJ824128	296.00036
ASV_10719	75.908	303	3068911	OR427351	230.00124
ASV_1072	97.872	329	407301, 88552	KY980186, KY979983, OM943593, JF791049	321.99888
ASV_10720	85.948	306	88552	MK368345	263.00088
ASV_10721	94.801	327	715450, 393035	GU206560, DQ662848	309.99927
ASV_10723	94.595	333	2555684, 420782, 2107305, 216921	LC466960, MK795713, MK795708, MG972267, MG972266, MG972265, MG972264, MG972263, KF925340, AJ535167	315.00135
ASV_10724	94.277	332	655474, 1719758	KY980228, KY980159, KT730064	312.99964
ASV_10725	87.234	329	2592185, 2592184, 43686	MN121036, MN121032, LC333575, MZ611719, U37365	286.99986
ASV_10726	91.515	330	2748896	MT677910	301.9995
ASV_10727	91.265	332	88552, 89963	PP905704, KY980309, KY980290, KY980274	302.9998
ASV_10728	93.093	333	1524181, 1524180, 1524179, 363907, 87105	AB973538, AB973537, AB973536, DQ367047, AB022111	309.99969
ASV_10729	95.627	343	2795626	MN382127	328.00061
ASV_1073	96.96	329	1714380, 1606541, 1411661, 722754;1714387	KR998403, KR998402, KF422625, AB546639	318.9984
ASV_10730	99.697	330	2152760	LC189083	329.0001
