x	MP_E25_2B_DY20	MP_E26_1B_DY20	MP_E26_2B_DY20	MP_E27_1B_DY20	MP_E27_2B_DY20	MP_E28_1B_DY20	MP_E28_2B_DY20	MP_E29_1B_DY20	MP_E29_2B_DY20	MP_E30_1B_DY20	MP_E30_2B_DY20	MP_E31_1B_DY20	MP_E31_2B_DY20	MP_E32_1B_DY20	MP_E32_2B_DY20	MP_E33_1B_DY20	MP_E33_2B_DY20	MP_E34_1B_DY20	MP_E34_2B_DY20	MP_E35_1B_DY20	MP_E35_2B_DY20	MP_E36_1B_DY20	MP_E36_2B_DY20	MP_E37_1B_DY20	MP_E37_2B_DY20	MP_E38_1B_DY20	MP_E38_2B_DY20	MP_E39_1B_DY20	MP_E39_2B_DY20	MP_E40_1B_DY20	MP_E40_2B_DY20	MP_E42_1B_DY20	MP_E42_2B_DY20	MP_E43_1B_DY20	MP_E43_2B_DY20	MP_E44_DY20	MP_E45_1B_DY20	MP_E45_2B_DY20	MP_E46_1B_DY20	MP_E46_2B_DY20	MP_E47_1B_DY20	MP_E47_2B_DY20	MP_E48_1B_DY20	MP_E48_2B_DY20	MP_E49_1B_DY20	MP_E49_2B_DY20	MP_E50_1B_DY20	MP_E50_2B_DY20	MP_E51_1B_DY20	MP_E51_2B_DY20	MP_E52_1B_DY20	MP_E52_2B_DY20	MP_E53_1B_DY20	MP_E53_2B_DY20	MP_E54_1B_DY20	MP_E54_2B_DY20	MP_E55_1B_DY20	MP_E55_2B_DY20	MP_E57_1B_DY20	MP_E57_2B_DY20	MP_E58_1B_DY20	MP_E58_2B_DY20	MP_E59_1B_DY20	MP_E59_2B_DY20	MP_E60_1B_DY20	MP_E60_2B_DY20	MP_E61_1B_DY20	MP_E61_2B_DY20	MP_E62_1B_DY20	MP_E62_2B_DY20	MP_E63_1B_DY20	MP_E63_2B_DY20	MP_E64_1B_DY20	MP_E64_2B_DY20	MP_E65_1B_DY20	MP_E65_2B_DY20	MP_E66_1B_DY20	MP_E66_2B_DY20	MP_E67_1B_DY20	MP_E67_2B_DY20	MP_E68_1B_DY20	MP_E68_2B_DY20	MP_E69_2B_DY20	MP_E70_1B_DY20	MP_E70_2B_DY20	MP_E71_1B_DY20	MP_E71_2B_DY20	MP_E72_1B_DY20	MP_E72_2B_DY20	MP_E233_1B_NO20	MP_E233_2B_NO20	MP_E234_1B_NO20	MP_E234_2B_NO20	MP_E234_3B_NO20	MP_E235_1B_NO20	MP_E235_2B_NO20	MP_E235_3B_NO20	MP_E236_1B_NO20	MP_E236_2B_NO20	MP_E236_3B_NO20	MP_E237_1B_NO20	MP_E237_2B_NO20	MP_E238_1B_NO20	MP_E238_2B_NO20	MP_E239_1B_NO20	MP_E239_2B_NO20	MP_E240_1B_NO20	MP_E240_2B_NO20	MP_E241_1B_NO20	MP_E241_2B_NO20	MP_E242_1B_NO20	MP_E242_2B_NO20	MP_E243_1B_NO20	MP_E243_2B_NO20	MP_E244_1B_NO20	MP_E244_2B_NO20	MP_E245_1B_NO20	MP_E245_2B_NO20	MP_E246_1B_NO20	MP_E246_2B_NO20	MP_E247_1B_NO20	MP_E247_2B_NO20	MP_E248_1B_NO20	MP_E248_2B_NO20	MP_E249_1B_NO20	MP_E249_2B_NO20	MP_E250_1B_NO20	MP_E250_2B_NO20	MP_E251_1B_NO20	MP_E251_2B_NO20	MP_E252_1B_NO20	MP_E252_2B_NO20	MP_E253_NO20	MP_E254_NO20	MP_E255_1B_NO20	MP_E255_2B_NO20	MP_E256_1B_NO20	MP_E256_2B_NO20	MP_E257_1B_NO20	MP_E257_2B_NO20	MP_E258_1B_NO20	MP_E258_2B_NO20	MP_E259_1B_NO20	MP_E259_2B_NO20	MP_E260_1B_NO20	MP_E260_2B_NO20	MP_E261_1B_NO20	MP_E261_2B_NO20	MP_E262_1B_NO20	MP_E262_2B_NO20	MP_E263_2B_NO20	MP_E264_1B_NO20	MP_E264_2B_NO20	MP_E265_1B_NO20	MP_E265_2B_NO20	MP_E266_1B_NO20	MP_E266_2B_NO20	MP_E267_1B_NO20	MP_E267_2B_NO20	MP_E268_1B_NO20	MP_E268_2B_NO20	MP_E269_1B_NO20	MP_E269_2B_NO20	MP_E270_1B_NO20	MP_E270_2B_NO20	MP_E271_1B_NO20	MP_E271_2B_NO20	MP_E272_1B_NO20	MP_E272_2B_NO20	MP_E273_1B_NO20	MP_E273_2B_NO20	MP_E274_1B_NO20	MP_E274_2B_NO20	MP_E275_1B_NO20	MP_E275_2B_NO20	MP_E276_1B_NO20	MP_E276_2B_NO20	MP_E277_1B_NO20	MP_E277_2B_NO20	MP_E277_3B_NO20	MP_E278_2B_NO20	MP_E278_3B_NO20	MP_E279_1B_NO20	MP_E279_2B_NO20	MP_E280_1B_NO20	MP_E280_2B_NO20	MP_E280_3B_NO20	MP_E281_1B_NO20	MP_E281_2B_NO20	MP_E281_3B_NO20	MP_E282_1B_NO20	MP_E282_2B_NO20	MP_E282_3B_NO20	MP_E283_1B_NO20	MP_E283_2B_NO20	MP_E283_3B_NO20	MP_E284_1B_NO20	MP_E284_2B_NO20	MP_E284_3B_NO20	MP_E285_1B_NO20	MP_E285_2B_NO20	MP_E285_3B_NO20	MP_E286_1B_NO20	MP_E286_2B_NO20	MP_E286_3B_NO20	MP_E287_1B_NO20	MP_E287_2B_NO20	MP_E287_3B_NO20	MP_E288_1B_NO20	MP_E288_2B_NO20	MP_E289_1B_NO20	MP_E289_2B_NO20	MP_E289_3B_NO20	MP_E290_1B_NO20	MP_E290_2B_NO20	MP_E290_3B_NO20	MP_E291_1B_NO20	MP_E291_2B_NO20	MP_E291_3B_NO20	MP_E292_1B_NO20	MP_E292_2B_NO20	MP_E292_3B_NO20	MP_E293_1B_NO20	MP_E293_2B_NO20	MP_E293_3B_NO20	MP_E294_1B_NO20	MP_E294_2B_NO20	MP_E294_3B_NO20	MP_E295_1B_NO20	MP_E295_2B_NO20	MP_E295_3B_NO20	MP_E296_1B_NO20	MP_E296_2B_NO20	MP_E296_3B_NO20	MP_E297_1B_NO20	MP_E297_2B_NO20	MP_E297_3B_NO20	MP_E298_1B_NO20	MP_E298_2B_NO20	MP_E298_3B_NO20	MP_E299_1B_NO20	MP_E299_2B_NO20	MP_E299_3B_NO20	MP_E300_1B_NO20	MP_E300_2B_NO20	MP_E300_3B_NO20	MP_E611_1B_WCOA21	MP_E614_WCOA21	MP_E619_WCOA21	MP_E624_WCOA21	MP_E645_WCOA21	MP_E668_WCOA21	MP_E671_WCOA21	MP_E678_WCOA21	MP_E687_WCOA21	MP_E697_WCOA21	MP_E731_WCOA21	MP_E754_WCOA21	MP_E777_WCOA21	MP_E782_WCOA21	MP_E786_WCOA21	MP_E790_WCOA21	MP_E806_1B_WCOA21	MP_E815_WCOA21	MP_E820_WCOA21	MP_E828_WCOA21	MP_E834_WCOA21	MP_E882_1B_WCOA21	MP_E888_WCOA21	MP_E893_WCOA21	MP_E897_WCOA21	MP_E902_1B_WCOA21	MP_E969_1T_NA128	MP_E970_1T_NA128	MP_E971_1T_NA128	MP_E972_1T_NA128	MP_E973_1T_NA128	MP_E977_2T_NA128	MP_E978_2T_NA128	MP_E979_1T_NA128	MP_E980_1T_NA128	MP_E985_1T_NA128	MP_E991_1T_NA128	MP_E994_2T_NA128	MP_E995_1T_NA128	MP_E996_1T_NA128	MP_E1005_1T_NA128	MP_E1011_2T_NA128	MP_E1012_1T_NA128	MP_E1013_1T_NA128	MP_E1014_1T_NA128	MP_E1015_1T_NA128	MP_E1020_1T_NA128	MP_E1021_1T_NA128	MP_E1022_1T_NA128	MP_E1024_1T_NA128	MP_E1025_1T_NA128	MP_E1623_1B_Chaba22	MP_E1624_1B_Chaba22	MP_E1625_1B_Chaba22	MP_E1626_1B_Chaba22	MP_E1627_1B_Chaba22	MP_E1631_Chaba22	MP_E1632_Chaba22	MP_E1634_Chaba22	MP_E1635_Chaba22	MP_E1637_Chaba22	MP_E2084_SKQ23_12S	MP_E2090_SKQ23_12S	MP_E2097_SKQ23_12S	MP_E2138_1T_QiavacTest	MP_E2138_2T_QiavacTest	MP_E2139_1T_QiavacTest	MP_E2139_2T_QiavacTest	MP_E2139_3T_QiavacTest	MP_E2139_4T_QiavacTest	MP_E2140_Kotzebue23	MP_E2141_Kotzebue23	MP_E41_NC_DY20	MP_E56_NC_DY20	MP_E73_NC_DY20	MP_E232_NC_NO20	MP_E301_NC_NO20	MP_POSITIVE
ASV_10462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	47	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	248	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	101	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	11	0	4	0	0	0	13	0	0	0	0	0	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	12	0	0	0	5	1	0	0	0	0	0	0	0	0	112	0	0	0	12	11	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	72	54	81	8	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	25	100	0	4	0	0	0	180	0	0	0	17	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10480	0	143	157	0	0	0	0	0	0	0	31	0	0	4	105	0	0	32	316	0	0	4	0	0	0	11	1	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	0	14	7	0	130	0	0	0	0	0	0	0	0	0	0	0	0	159	15	0	0	0	17	0	0	0	0	0	0	0	7	0	0	43	0	0	0	0	32	0	0	0	0	0	91	13	9	44	0	0	0	0	0	33	0	0	0	39	0	13	0	91	33	0	0	15	26	0	0	0	19	0	0	0	0	0	0	0	18	0	0	45	87	5	1	126	69	0	0	0	0	22	0	32	0	0	4	0	11	58	204	0	0	9	17	0	0	18	0	0	0	0	7	0	0	0	21	15	100	21	9	0	13	0	60	6	15	0	0	78	2	74	0	0	4	32	0	0	0	1	0	0	0	0	16	80	123	0	0	0	32	0	6	0	0	0	0	40	125	0	0	103	0	26	57	0	85	398	50	10	13	27	14	0	0	37	0	0	0	0	0	1	0	0	0	5	0	7	319	35	85	0	9	29	16	0	0	29	0	1	11	6	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	195	0	0	0	0	0	0	0
ASV_10483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	42	0	0	0	14	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	14	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10484	0	0	31	0	68	0	0	0	0	0	3	0	0	12	29	0	0	0	12	0	0	480	338	0	0	517	551	141	248	106	130	0	0	51	156	1444	0	107	2	72	351	504	0	7	781	639	93	72	143	194	0	0	91	0	0	0	0	0	0	0	47	164	0	0	58	82	0	0	123	209	0	0	403	364	3	0	3	2	0	0	58	35	0	1919	1459	0	0	125	77	260	5	0	0	0	212	51	123	0	0	0	159	0	49	0	162	53	0	0	480	351	0	0	1242	1750	0	0	2090	1998	3	0	1604	1210	0	0	1835	2520	0	0	910	1072	0	0	1014	1	416	166	10	9	110	79	66	46	1871	1604	31	42	235	251	42	15	1077	6	13	1177	861	41	44	207	712	371	469	841	661	52	455	393	370	613	474	232	602	124	276	1401	51	0	0	498	770	766	0	17	290	371	0	0	0	16	59	61	0	0	0	101	84	116	0	0	0	1759	1917	1408	43	449	129	7	53	13	7	8	0	30	12	2	358	0	702	1455	971	1400	858	875	954	1705	2148	1094	987	1703	932	304	723	437	1009	380	69	219	20	9	47	35	5	54	8	1	2	352	70	166	62	0	235	479	65	36	2	718	606	23	33	274	737	676	40	9	50	159	5	67	178	3	173	133	116	35	90	17	108	52	226	103	1132	115	388	222	729	640	162	0	16	31	241	8	142	54	0	131	467	112	649	0	228	566	154	146	111	135	196	0	38	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1090	0	0	0	0	0	0	0	0	0	0	0	0	7839	3225	0	0	0	0	0	0	0	0	4741	0	0	2332	0	3060	4100	0	0	0	0	0	0	0	0	0	495	2214	1723	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1050	0	0	0	0	186	0	0	0	0	19	97	0	0	264	414	0	0	142	89	0	0	273	173	165	313	145	73	852	1041	839	480	322	409	1156	1358	73	3	3	0	0	855	979	165	193	81	212	94	49	420	200	27	0	140	159	871	796	315	406	0	0	11	0	0	0	0	0	0	0	0	0	0	0	37	0	15	13	340	382	0	0	79	24	44	133	0	214	353	1600	1537	0	0	0	0	846	0	2	138	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	10	0	0	0	0	47	132	0	0	0	0	141	0	67	68	142	32	250	611	6	22	0	7	5	0	9	152	0	4	32	10	45	244	86	51	53	87	70	173	61	197	251	334	638	627	273	1063	1933	2213	2106	2249	2169	494	813	0	0	3178	1140	2213	0	0	1131	3165	0	5	0	712	965	491	0	0	0	337	181	296	0	0	0	216	14	54	33	88	639	1801	1597	1196	606	2288	82	1015	317	443	173	166	200	288	225	907	445	735	67	289	94	525	313	439	172	167	342	531	218	145	528	1771	532	296	614	605	1828	799	655	432	1147	265	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	55	55	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	59	131	61	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	73	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	31	6	0	0	59	33	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	10	43	0	0	0	6	0	0	0	10	0	0	18	0	0	0	0	9	0	0	0	0	0	0	345	11	0	0	0	22	0	0	0	0	0	0	0	0	27	0	1	0	0	0	0	1	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	91	0	0	1	0	0	35	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	7	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	45	48	21	21	692	4	0	0	176	0	0	0	0	21	563	2	0	0	0	0	0	8	0	0	46	2	12	0	0	15	52	3	0	0	0	371	3	189	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	16	5	0	7	1585	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	5	0	26	0	0	0	0	0	78	1	0	0	20	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	78	0	0	0	258	2	0	0	0	0	0	0
ASV_10512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	30	4	0	0	0	0	0	0	0	0	0	0	7	0	0	0	5	0	0	0	0	33	0	0	0	0	0	0	0	2	0	68	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	11	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	5	0	0	28	11	0	0	29	2	0	0	142	0	0	6	0	0	0	0	0	0	0	0	0	0	1	35	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	81	19	20	11	4	0	0	0	0	0	0	0	16	10	0	0	0	0	0	0	2	0	0	0	0	0	0	12	0	0	0	239	0	2	0	85	2	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	125	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	97	0	0	0	0	0	0
ASV_10515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0	70	0	1	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	55	0	0	0	1	0	0	0	0	0	0	74	7	0	0	276	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	28	0	0	246	0	75	2	1	0	0	2	0	1	4	15	20	0	0	0	3	37	6	84	5	0	70	86	0	0	108	0	161	4	7	3	0	12	0	11	0	0	16	0	0	0	0	23	0	0	4	0	14	0	20	0	36	8	0	1	58	4	3	0	0	0	7	1	2	111	1	14	110	0	0	0	0	0	3	58	0	0	0	4	87	0	0	754	23	5	0	0	0	1	0	0	9	0	12	0	224	1	0	7	18	0	6	143	11	57	2	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	2	0	25	80	0	0	0	17	0	0	68	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10520	0	0	20	0	195	0	0	0	0	31	3	0	0	90	196	0	0	177	52	0	0	81	536	0	0	112	46	119	4	0	8	5	0	55	8	75	0	0	0	0	32	127	0	9	237	168	273	4	468	436	0	0	49	42	14	2	18	48	0	0	179	1060	0	0	137	13	0	0	18	211	0	0	71	64	0	12	164	69	0	0	6	76	0	364	129	0	0	52	16	9	0	0	0	0	585	0	18	0	0	0	47	0	54	0	57	251	0	0	205	0	0	0	37	130	0	0	1	15	0	0	14	15	0	0	0	7	5	0	9	0	0	0	6	0	13	4	0	24	0	14	0	0	21	82	0	0	30	35	0	2	6	0	0	11	1	2	0	2	15	16	0	10	0	0	13	253	6	10	8	91	4	10	0	24	188	0	0	320	204	56	0	0	19	80	0	0	0	75	287	690	0	0	18	60	259	276	9	19	0	37	65	4	0	0	0	425	372	123	208	188	0	0	0	0	25	0	20	0	7	600	8	97	13	45	4	0	249	32	15	1	10	3	11	49	5	43	1159	16	32	0	372	0	198	90	22	30	0	0	2	4	0	0	0	0	0	0	0	0	180	17	0	0	16	3	4	6	0	0	0	0	70	0	0	6	0	0	2	0	0	0	0	7	0	0	0	0	4	2	2	1	36	2	2	21	55	12	0	27	0	0	0	0	0	0	0	0	0	6	29	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV_10524	484	4	134	0	0	574	342	1349	1218	1	0	466	888	213	52	460	729	0	0	807	406	0	0	22	97	105	56	22	40	18	72	290	148	51	57	158	22	19	0	0	0	76	8	12	54	43	92	465	29	158	0	2	81	187	35	93	115	61	640	711	22	0	221	85	3	3	457	111	0	0	756	278	0	0	1208	1205	302	293	1036	1622	11	0	762	78	0	120	47	37	92	1	0	92	0	23	277	16	4	330	0	48	21	0	8	3	0	8	1	0	0	0	328	57	8	0	501	546	127	8	760	370	0	5	1798	2044	0	0	629	328	0	0	745	436	0	47	0	23	329	349	75	207	39	7	13	57	4	4	10	11	46	0	50	148	90	7	52	21	18	58	63	57	14	16	62	0	1	13	31	33	0	31	16	167	63	8	512	385	6	60	311	322	1327	1212	190	217	0	112	264	55	18	37	11	52	50	98	55	176	95	18	0	6	54	55	28	48	86	70	134	71	94	43	53	96	7	5	27	9	426	304	330	107	93	149	121	213	170	8	40	468	147	195	113	328	29	290	70	117	232	119	237	48	113	19	29	125	352	178	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	22	0	3	0	0	0	0	0	0	60	0	3	0	0	8	0	0	0	3	0	2	6	6	0	0	0	0	12	0	0	0	0	0	0	18	189	55	71	777	12	49	11	63	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
